서비스ID,수혜구분,보조사업여부,서비스명,서비스 목적,법령,행정규칙,자치법규,지원대상,선정기준,지원내용,온라인신청URL,신청절차,신청기한 시작일,신청기한 종료일,신청기한 상세,구비서류,소관기관유형,소관기관명,소관부서명,문의처명,문의처전화번호,문의처사이트URL,서비스분류,생애주기,서비스 대상지역,대상특성 및 가구유형,지원유형,지원형태,대국민표출여부
119000000000 ,수혜적,국고보조사업,수산식품 선도조직 육성,"수산물 생산가공유통무역업체의 품질관리, 상품개발, 시장개척, 정보수집, 홍보활동 등을 통하여 수산물 유통무역 시장 확대",[법률]수산업ㆍ어촌 발전 기본법(제45조),없음,없음,수산물수출 관련 개인 또는 단체,수산물 수출 관련 개인 또는 단체 선착순 또는 공모,"품목별 선도조직 구성 및 규모화, 공동 무역현안 대응, 마케팅, 상품 포장 개선, 안전성검사, 전문 인력 양성, 관리·운영비용 등 지원",http://global.at.or.kr,온라인 서류제출,,,별도 공고기한내,지원신청서 및 증빙서류 등,중앙행정기관,해양수산부,수출가공진흥과,없음,061-931-0851,해당없음,창업·경영>기업운영지원>마케팅/수출 지원,영·유아||아동·청소년||청년||중장년||노년기,해당없음,기업인||중소기업/소상공인||농축수산인,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,산지 및 소비지 유통자금 융자 지원,수산물을 원활히 공급하기 위한 유통자금 지원,[법률]수산업ㆍ어촌 발전 기본법(제49조),없음,없음,"○ 산지위판장, 도매시장 법인, 중도매인 등","○ 전년도수매실적, 중도매업 종사경력, 신규사업자, 소액신청자 등을 검토하여 사업자 선정심의회를 거쳐 사업자 선정","○ 산지위판장 및 수산물 도매시장 어대금 결제자금, 직거래 자금 등  융자지원(금리 1.5~3%)",,우편 또는 방문신청수협중앙회 : 서울시 송파구 오금로 62 수협중앙회 경제기획부수협은행 : 수협은행 지점(전국)한국농수산식품유통공사 : at지역본부,,,공고일로부터 2주,"신청서, 사업자등록증 등",중앙행정기관,해양수산부,유통정책과,없음,02-2240-245302-2240-8525061-931-1647,해당없음,창업·경영>업종별민원>도매업/소매업||창업·경영>업종별민원>농업/축산업/어업,청년||중장년||노년기,해당없음,기업인,해당없음,현금(융자),표출
119000000000 ,수혜적,국고보조사업,수산경영인회생자금,"건실하게 수산업을 영위하다가 재해, 어·패류질병, 적조, 수산물 가격의 급락 등 그 밖의 사유에 의하여 일시적 경영위기에 처한 어업인의 회생 지원을 통해 어가의 경영안정과 어업의 안정적 발전 도모",[법률]농어업인 부채경감에 관한 특별조치법(제5조의2),없음,없음,"○ 어업경영체(어업인, 어업법인 등)",○ 경영평가위원회의 정밀 경영평가 결과 자금 지원이 결정된 어업인,"○ 수산업경영회생자금 지원(5년 거치, 7년 균분 상환/ 융자금리 1%) -  지원대상자금: 상환기일이 도래하였거나 향후 도래할 수협은행 대출금의 원리금, 어업시설 개·보수 자금, 업종별 1회전 운영자금 등",,수협은행 및 단위수협 방문하여 신청,,,2024.1.1.~2024.12.10.,"자구계획서, 담보서류 등 대출취급기관(수협은행)에서 요청한 자료",중앙행정기관,해양수산부,수산정책과,없음,1544-1515/1644-1515,해당없음,창업·경영>기업운영지원>사업자금지원||창업·경영>업종별민원>농업/축산업/어업,청년||중장년||노년기,해당없음,농축수산인,해당없음,현금(융자),표출
119000000000 ,수혜적,국고보조사업,수산업경영인육성사업,어업에 종사 또는 신규 종사하고자 하는 청장년의 사업기반시설 자금을 지원하여 전문 수산경영인 양성 및 청년인구 유입 유도,[법률]농어업경영체 육성 및 지원에 관한 법률,없음,없음,ㅇ시도에서 수산업경영인으로 선정한 사람,ㅇ시도에서  수산업경영인으로 선정한 사람,"ㅇ 수산업경영인으로 선정된 사람에게 최대 5억원 융자지원해주고 이자의 일부를 정부에서 지원(융자금 3~5억원, 연리 1~2%, 상환기간 10~15년)-(어업인후계자) 최대 3억원, 연리 2%, 3년 거치 7년 균분상환-(우수경영인) 추가 2억원, 연리 1%, 5년 거치 10년 균분상환",,시도 수산사무소로 신청,,,시도별 신청기한은 변동될 수 있으므로 공고 참고,수산업경영인 신청서 및 사업계획서건강보험 자격득실확인서신용조사서어업경영체등록증어업허가증  등 (그 외 시도에서 요청한 증빙 서류),중앙행정기관,해양수산부,소득복지과,해양수산부 소득복지과(또는 시도 수산사무소),044-200-5467,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(융자),표출
SD0000020008,수혜적,국고보조사업,어선원 및 어선 재해보상보험 보험료 지원,"어업에 종사하는 어선원 등과 어선에 대한 재해보상보험사업을 시행하여 어선원 등의 재해를 신속, 공정하게 보상하고 재해를 입은 어선의 복구를 촉진함으로써 어선원 등을 보호하고, 어업경영의 안정에 이바지함","[법률]어선원 및 어선 재해보상보험법(제4의0, 제0항)",없음,없음,"○ 어선원 및 어선 재해보상보험법에 의거 보험에 가입하는 연근해 어선의 소유자 보험 가입 대상 어선 가입대상-어선법에 따라 등록된 연근해 어선(어선원 보험의 경우 3톤 이상 의무가입 대상) 제외 선박-원양산업발전법 제6조 제1항에 의한 원양어선(해운법 제24조 2항에 따라 수산물 운송에 종사하는 원양어획물 운반선), 유류운반선(화물선), 여객선 등 어선이 아닌 선박 ○ 어선원 및 어선 재해보상보험법에 의거 보험에 가입하는 연근해 어선의 소유자 전원에게 톤급별로 차등 지원 톤급별 보험료 지원 어선원 보험  10톤 미만-71% 30톤 미만-63% 50톤 미만-39% 100톤 미만-31% 100톤 이상-15% 어선보험 10톤 미만-71% 20톤 미만-63% 20톤 이상-15%","○ 어선원 및 어선 재해보상보험법에 의거 보험에 가입하는 연근해 어선의 소유자 보험 가입 대상 어선 가입대상-어선법에 따라 등록된 연근해 어선(어선원 보험의 경우 3톤 이상 의무가입 대상) 제외 선박-원양산업발전법 제6조 제1항에 의한 원양어선(해운법 제24조 2항에 따라 수산물 운송에 종사하는 원양어획물 운반선), 유류운반선(화물선), 여객선 등 어선이 아닌 선박 ○ 어선원 및 어선 재해보상보험법에 의거 보험에 가입하는 연근해 어선의 소유자 전원에게 톤급별로 차등 지원 톤급별 보험료 지원 어선원 보험  10톤 미만-71% 30톤 미만-63% 50톤 미만-39% 100톤 미만-31% 100톤 이상-15% 어선보험 10톤 미만-71% 20톤 미만-63% 20톤 이상-15%",○ 어선원 및 어선보험 가입자의 보험료 일부 지원 - 어선원 보험 · 10톤 미만 : 보험료의 71% · 10톤 이상~30톤 미만 : 보험료의 63% · 30톤 이상~50톤 미만 : 보험료의 39% · 50톤 이상~100톤 미만 : 보험료의 31% · 100톤 이상 : 보험료의 15% - 어선보험 · 10톤 미만 : 보험료의 71% · 10톤 이상~20톤 미만 : 보험료의 63% · 20톤 이상 : 보험료의 15%,,"○ 방문 신청 : 가까운 수협중앙회 지점, 회원조합, 수협은행 방문○ 어선원 보험 - 가입절차 : 보험 가입신고신청(가입 신고서 작성 및 관련 서류 제출) (고객 정보 없을 시) 고객 정보 등록  선박등록(선박재원 및 허가 정보 등) 보험 가입설계(승선원별 임금 적용 등)  보험료 산출  신 계약 등록  보험료 납입(최대 4회까지 분납 가능, 1회차 납입기일 : 보험관계성립일 1/1 --> 3/11까지(4회 분납), 1/2 이후부터는 의무 가입자의 경우 보험 관계 성립일로부터 70일 이내 납부(일시납~3회분납)) 보험 가입신고(신청)서 및 개인 정보 동의서 서명날인  가입 승인 요청  승인 심사 후 가입 승인 보험 가입 확인서 발급  -유의사항 : 어선원보험의 경우 3톤 이상 어선의 소유자는 어선등록, 승선어선원 변경 시에는 14일 이내 관할 회원수협에 가입·변경신고 필요○ 어선보험 -보험 가입신청(가입 청약서 작성 및 관련 서류 제출) (고객 정보 없을 시) 고객 정보 등록  선박등록(선박재원 및 허가 정보 등) 보험 가입설계(어선 평가 방법에 따른 가액 산출 후 보험가입금액 결정 및 특약 가입 결정) 보험료 산출  (필요 시 질권 등록신청)  신 계약 등록  1회차 보험료 납입 가입 청약서 및 개인 정보 동의서 서명날인  가입 승인 신청  가입 승인  보험증권 및 약관교부",,,없음,"○ 어선원 보험 -어선 관련 서류(선박국적증서, 선박검사증서)  -어업허가 관련 서류(어업면허증, 어업허가증, 어업 신고 필증)  -임금 증빙 서류(단체협약, 취업규칙, 근로계약서, 기준임금 적용 동의서 등)  -승선 원수 증빙서류(입출항 증명서, 선원 명부 등)  -기타 필요한 서류(임대차 관련 서류, 가족의 선원 관련 서류, 어장관리선 관련 서류 등) ○ 어선보험  -어선 관련 서류(선박국적증서, 선박검사증서)  -어업허가 관련 서류(어업면허증, 어업허가증, 어업 신고 필증)  -어선 평가 관련 서류(감정평가서(감정 평가 시), 확인 및 사실 증명원(기관 재원 확인 등)) -기타 필요한 서류(질권설정 승인 신청서, 임대차 계약서 등)",중앙행정기관,해양수산부,소득복지과,수협중앙회,1599-4119,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,어업인및어업인후계자교육지원(수산업경영인교육),어촌 수산업 발전의 선도적 역할을 수행할 후계어업인력 육성,"[법률]수산업ㆍ어촌 발전 기본법(제16의0, 제0항)",없음,없음,"○ 어업인 및 어업에 종사하고자 하는 자, 수산업경영인(어업인 후계자) 등",○ 해당 광역 시도 수산사무소의 교육계획에 따라 선정 및 이수 가능,"○ 교육비 : 무상교육○ 교육내용 및 방법 - 교육일수/방법 : 1회 2일간(14시간)/소집, 집체교육 - 교수요목 : 수산시책, 양식, 어선어업 주요기술, 인터넷교육 등 - 교과운영 : 지역 사무소별 세부교과편성(강의, 실습, 토론, 견학 등) 집행○ 교육제공 방법 : 관할 시도 수산사무소의 교육계획 공고 등에 따라 사전에 교육 참여 신청(유선 또는 방문)",,지자체 수산기술보급기관으로 방문 또는 전화 접수,,,매년 초 지자체별 모집공고,지자체별 지정 서식에 따름,중앙행정기관,해양수산부,소득복지과,지자체 수산기술보급기관,044-200-5464,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,기타(교육),표출
119000000000 ,수혜적,국고보조사업,창업어가멘토링지원,어업 초기 후계자 및 창업어가에 전문지식을 가진 후견인을 지원하여 안정적 어촌 정착 지원,"[법률]수산업ㆍ어촌 발전 기본법(제16의0, 제0항)",없음,없음,○ 어업인 후계자로 선정된 지 3년 이내인자 또는 귀어 후 3개년 이내인 자○ 당년(이월사업 포함) 귀어 창업자금 지원(예정) 자,○  가장 최근에 창업한 자○  어업인후계자 육성자금 지원규모가 큰 자○  창업어가의 업종 등을 고려하여 지원이 시급하다고 판단되는 자○  연령이 낮은 지원자,"○ 후견인이 창업어가에게 기술, 경영 측면 등에 대한 교육 지도 등 제공(창업어가 1인당 월 60만원 한도 지원)",,지자체 수산기술보급기관으로 방문 또는 전화 접수,,,매년 초 지자체별 모집공고,창업어가후견인제 지원대상 신청서,중앙행정기관,해양수산부,소득복지과,지자체 수산기술보급기관,044-200-5464,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,기타(교육),표출
119000000000 ,수혜적,국고보조사업,천일염 장기저장시설 설치지원,천일염산업육성을 위하여 장기저장시설 설치 지원,없음,"[고시]천일염인증기관의 지정 및 운영 요령(제0조의0, 제0항)",없음,"○ (지원대상)개인 및 법인(천일염 생산자), 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천일염관련 협동조합, 대한염업조합, 지방자치단체 ○ (제외대상)영농(어)조합법인과 농(어)업회사법인 등 농수산업 관련 법인의 경우 설립 후 운영 실적이 1년 이하인 법인은 지원할 수 없음, 염전에서 전년도 및 당해연도에 농약사용이 적발되거나 잔류농약이 검출된 염전 및 염전생산자와 염전근로자의 자유의사에 어긋나는 근로강요행위가 적발된 염전 및 생산자는 지원대상에서 배제* 「소금산업진흥법」에 따른 천일염 인증을 받은 업체의 경우 우선 지원할 수 있음",○ 지원자격 및 요건을 갖춘 자 중에서 시장ㆍ군수가 시ㆍ군 자체적으로 구성된 심의회를 거쳐 지원대상자로 선정한 자,"○ 천일염장기저장시설 지원(지원조건 : 국비 30%, 지방비 30%, 자담 40%)",,○ 해당 지자체에 우편 또는 방문 신청,,,지자체 사업 공고시,지자체 공고에 따름,중앙행정기관,해양수산부,유통정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
WII000000060,수혜적,국고보조사업,도서민 여객선 운임지원,교통여건이 열악한 도서민에 대해 내항 여객선 운임 지원으로 교통비 부담 완화 및 정주 여건 개선 도모,"[법률]해운법(제44의0, 제0항)",없음,없음,○ (여객운임) 도서에 주민등록이 되어 있는 사람(주민등록을 필하고 30일 이상 경과) - 자신의 주민등록이 등재된 도서에 기항하는 내항여객선을 이용한 경우 - 내항여객선을 이용하여 도서(자신의 주민등록 도서와 동일한 기초자치단체의 관할구역에 속한 도서)간을 이동하거나 이를 위하여 내륙 터미널을 경유하는 경우○ (차량운임) 도서민이 다음에 해당하는 도서민 차량(비영업용)을 가지고 여객선에 승선하는 경우 - 5톤 미만의 화물자동차 - 승용자동차 - 승합자동차,○ 도서에 주민등록을 필하고 30일 이상 지난 자로서 도서민이 자신의 주민등록이 등재된 도서에 기항하는 내항 여객선을 이용한 경우○ 도서민이 내항 여객선을 이용하여 도서 간을 이동하거나 이를 위하여 내륙 터미널을 경유하는 경우,"○ (여객운임) 도서민이 부담하는 정규운임의 20%(국비 50 : 지방비 50)를 정률 지원하되, 도서민이 부담하는 금액이 다음의 상한액을 초과하는 경우에는 초과액을 추가지원(국비 50 : 지방비 50) - 정규운임 3만원 이하 : 5천원 - 정규운임 3만원 초과 5만원 이하 : 6천원 - 정규운임 5만원 초과 : 7천원* 미취학 도서민의 경우, 여객선사 자체 할인액을 제외한 운임 전액을 국비·지방비 균등 지원○ (차량운임) 도서민이 부담하는 비영업용 차량의 종류별로 차량운임 정률 지원(국비 50 : 지방비 50) - 경형승용차, 5톤 미만 화물차 : 50% - 소형승용차 : 30% - 중형이상 승용차, 승합차 : 20%",http://island.haewoon.co.kr,"인터넷 및 모바일을 통한 승선권 예약·예매, 여객선사 요금 지원, 여객선사 지원금액 관할 지자체로 신청",,,없음,"도서민 : 신분증, 도서민 인증여객선사 지자체 신청 : 도서민 지원 실적",중앙행정기관,해양수산부,연안해운과,없음,해당없음 ,해당없음,생활·병역>물가/품질>공공요금||자동차·교통>교통>해상교통,아동·청소년||청년||중장년||노년기,해당없음,일반,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,리스크안전망 구축,"수산물 생산가공유통수출업체의 품질관리, 상품개발, 시장 개척, 정보수집, 홍보활동 등을 통하여 수산물 유통무역 시장 확대",[법률]수산업ㆍ어촌 발전 기본법(제45조),없음,없음,수산물 수출 관련 개인 또는 단체,○ 수산물 수출 관련 개인 또는 단체 선착순 또는 공모,"환변동, 미수금, 신용보증, 신용조사 등 리스크에 대한 안전망 구축 소요 경비 지원",http://biz.k-seafoodtrade.kr,온라인 서류제출,,,별도 공고기한내,지원신청서 및 증빙서류 등,중앙행정기관,해양수산부,수출가공진흥과,없음,02-6300-8704,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,선원복지고용센터 운영,선원의 복지 증진과 고용촉진 및 직업안정을 위하여 지속적인 선원 복지증진 사업추진으로 선원의 복지향상과 선원 수급 원활화를 도모,"[법률]선원법(제118조, 제1항)||[법률]선원법(제118조, 제2항)",없음,없음,"○ 아래 복지사업별 지원기준을 충족하는 선원과 그 직계가족  - 선원 휴양콘도 운영, 선원가족 장학사업, 선원 무료법률구조사업, 장해 선원 재활 지원사업, 원양어선원가족 현지방문사업, 선원 교통편의시설운영사업, 선원회관운영사업",○ 지원대상에 포함되는 복지사업별 수혜자 선정기준   - 한국 선원복지 고용센터 홈페이지에서 확인 가능,○ 지원대상에 포함되는 복지사업별 수혜자 지원내용   - 한국 선원복지 고용센터 홈페이지에서 안내,http://www.koswec.or.kr,○ 지원대상에 포함되는 복지사업별 수혜 신청절차 및 방법   - 한국 선원복지 고용센터 홈페이지에서 안내,,,사업공고에 따름,○ 지원대상에 포함되는 복지사업별 수혜 신청 구비서류   - 한국 선원복지 고용센터 홈페이지에서 안내,중앙행정기관,해양수산부,선원정책과,없음,051-660-3633,해당없음,취업·직장>근로복지>근로자 지원||취업·직장>구인/구직활동>구인/고용,청년||중장년,해당없음,구직자||근로자||장애인,의료지원||상담/법률지원||문화/여가지원,현금||현금(장학금)||서비스(의료)||서비스(일자리),표출
119000000000 ,수혜적,국고보조사업,내수면양식단지 조성 지원,한·중 FTA 체결 등에 대비하여 내수면 양식어업 시설의 규모화·현대화로 친환경 양식기반을 구축하여 내수면 어업인 경쟁력을 강화하여 내수면 양식수산물의 생산·판매·관광산업이 함께 어우러진 6차산업 모델 개발,[법률]내수면어업법(제17조)||[법률]양식산업발전법(제66조),없음,없음,"○ 내수면 친환경 양식(바이오플락, 순환 여과식 등) 어업 또는 스마트양식 어업을 경영하거나 종사하는 어업인 또는 창업 희망자(재래식 양식시설은 제외)",< 지원 우선순위 >○ 3년 이상 내수면양식 경험이 있는 어업인 또는 전문성이 확보된 자○ 수산계 학교 졸업자 또는 전문교육을 이수하고 창업을 희망하는 자○ 내수면어업 창업을 희망하는 자,"○ 현대화된 친환경 대규모 양식단지 조성을 위한  토목공사, 양식용수 개발, 부대시설 조성 사업비 지원",,공모 후 선정된 지자체에 문의 및 방문신청,,,공모에 따라 상이,해당없음,중앙행정기관,해양수산부,양식산업과,해양수산부 양식산업과,044-200-5638,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,조건불리지역 직접지불제,도서 및 접경지역에 거주하는 어가에 어업소득 보전 및 지역경제활성화를 위해 조건불리 직불금 지급,[법률]수산업ㆍ어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률||[법률]수산업ㆍ어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률(제6조),없음,없음,조건불리지역(도서 및 접경지역)에 거주하는 어업인(어업경영체 등록),조건불리지역(도서 및 접경지역)에 거주하는 어업인(어업경영체 등록)으로1. 어업경영을 통한 수산물 연간 판매액 120만원 이상이거나 2. 1년중 60일 이상 어업에 종사한,연간 어가당 조건불리직불금 80만원 지급- 80%는 어가에 지급- 20%는 마을공동기금으로 적립,https://www.gov.kr/mw/AA040OfferMainFrm.docapp_biz_cd=PG4CG100004&amp;HighCtgCD=&amp;FAX_TYPE=&amp;img=02,지급약정신청서 및 증빙서류를 구비하여 마을공동운영위원회에 제출,,,시군구별로 신청기한은 변경될 수 있으므로 공고 참조,"조건불리지역 지급약정신청서, 공익의무 관련 교육 수료증 외 지자체에서 수급자격요건을 증빙할 수 있는 서류",중앙행정기관,해양수산부,수산직불제팀,해양수산과 소득복지과(또는 각 시도 수산관련 부서),044-200-5467,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,e-Nav 선박단말기 구매비용 지원,어선 등 선박에 지능형 해상교통정보서비스를 이용할 수 있는 전용 단말기(e-Nav 선박 단말기)를 설치하여 해양사고 예방 도모,"[법률]지능형 해상교통정보서비스의 제공 및 이용 활성화에 관한 법률(제18조, 제2항)",없음,없음,"ㅇ 어   선 :  선령 및 톤수제한 없음(원양, 내수면 종사 어선 제외)ㅇ 비어선 : 선령 및 톤수제한 없음(선박법에 따라 등록된 선박에 한함)","ㅇ 지원대상 다음의 어느 하나에 해당할 경우 선정 제외 - 선박법 및 어선법 등 관계법령을 위반하여 과징금, 과태료 등을 납부하지 않은 자 - 선박법 및 어선법 등 관계법령을 위반하여 행정처분이 완료되지 않은 선박 - 선박(어선) 검사증서 유효기간이 지난 선박(어선) 또는 관계법령(선박안전법, 어선법 등)에 따라 계선한 선박",지능형 해상교통정보서비스 단말기(e-Nav 선박 단말기) 구매비용 일부 지원,,"ㅇ 신청방법 : 한국해양교통안전공단으로 ""e-내비게이션 선박단말기 보급사업"" 신청",,,없음,"ㅇ 어   선 : 선박국적증서, 선적증서 또는 등록필증 중 하나와 어선검사증서ㅇ 비어선 : 선박국적증서와 선박검사증서",중앙행정기관,해양수산부,첨단해양교통관리팀,"수협중앙회(02-2240-3441, 2313)",한국해양교통안전공단(044-330-2481),해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,연안선박 현대화 지원,노후한 연안 선박의 현대화를 통한 선박의 안전확보와 서비스 품질 제고 및 선사의 경쟁력 제고,"[법률]해운법(제39조)||[법률]해운법(제39의0, 제0항)",없음,없음,○ 해운법 제4조에 따른 내항여객운송사업자○ 해운법 제24조에 따른 내항 화물 운송사업자○ 해운법 제33조에 따른 선박대여업자,"○ 연안여객, 화물운송사업자 중 노후선박 대체를 위한 금융대출하고자 하는 자",○ 연안 선박 건조를 위한 금융기관 대출이자의 2.0~2.5% 지원,,방문 접수(한국해운조합 해운원팀의 주소 입력)주소: 서울시 강서구 공항대로 379 한국해운조합 정책지원실 해운지원팀  연안선박 현대화 이차보전사업 담당자우편번호 : 07590,,,사업공모기간중 신청,○  연안 선박 이차보전사업 지원신청서○  사업계획서○  내항여객운송사업 면허증 또는 내항 화물 운송사업 등록증 또는 선박대여업등록증○  법인 등기부 등본○  사업자등록증○  기타 심사기준에서 요구하는 증빙서류,중앙행정기관,해양수산부,연안해운과,없음,02-6096-2034,해당없음,창업·경영>업종별민원>운수업||창업·경영>기업운영지원>설비/시설 운영,청년||중장년||노년기,해당없음,기업인||중소기업/소상공인,해당없음,현금,표출
119000000000 ,수혜적,국고보조사업,안전복지형 연근해어선 기반구축,연근해 어선의 노후화에 따른 고비용·저효율의 어선구조를 어선원 안전복지 및 에너지 절감 등을 종합적으로 고려한 고효율 구조로 전환하여 어업경영 개선과 지속 가능한 생산 인프라 구축,"[법률]연근해어업의 구조개선 및 지원에 관한 법률(제16의0, 제3항)||[법률]연근해어업의 구조개선 및 지원에 관한 법률(제17의2, 제0항)",없음,없음,○ 근해어업의 허가를 받은 어선 중 선령 15년 이상 노후어선을 현대화어선으로 대체 건조하고자 하는 자 - 노후어선 대체건조 비용 융자 신청을 위해 신용상태가 양호한 자 - 대체건조 사업비 총액의 10%에 대한 자부담이 가능한 자,"○ 어선의 종류(30%) + 선령(70%)에 따라 총점순 ○ 총점이 같을 경우, 선령이 높은 자(진수일 기준)",○ 근해어업의 허가를 받은 어선 중 선령 15년 이상 노후어선을 어선원 안전복지 및 에너지 절감 등을 고려한 현대화어선으로 대체 건조,,해당 지자체(시군구) 방문 신청,,,연초 모집공고에 따름,"사업신청서, 사업계획서, 신용조사서 등",중앙행정기관,해양수산부,어선안전정책과,해양수산부 수산정책실 어업자원정책관 어선안전정책과,044-200-5526,해당없음,창업·경영>기업운영지원>운영지원||창업·경영>업종별민원>농업/축산업/어업,청년||중장년||노년기,해당없음,기업인||농축수산인,해당없음,현금(융자),표출
