welfare_id,welfare_ori_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_service_type,welfare_service_purpose,welfare_date,welfare_view,welfare_child,welfare_female,welfare_male,welfare_family,welfare_target,welfare_life
11,119200000066,어업인 역량 강화 교육 지원,소득복지과,○ 어업인 및 단체의 역량 강화 교육이 가능한 기관 혹은 단체,"○ 사업계획 서류심사 및 대면 발표 평가, 선정위원회 위원의 평가에 따름","○ 어업인 혹은 어업인 단체의 역량강화 교육

○ 여성어업인, 다문화가정 여성어업인 대상 역량 강화

○ 어업인, 수산업경영인, 해양수산신지식인 대상 역량강화

○ 어업인 등 국내외 시장개척을 위한 박람회 참가, 벤치마킹, 기술교류 활동, 학술대회 지원","모집공고에 명시된 이메일, 방문, 우편 접수",해양수산부 소득복지과,044-200-5464,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000066,기타(교육),어업별 특성에 따라 조직된 단체에 포함된 어업인의 역량 강화,매년초 모집공고에 따름,138,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
12,119200000067,어업인안전조업교육지원,어선안전정책과,○ 어업인(법정의무교육으로 매년 4시간 교육 이수사항),"○ 어선의 선주, 선장, 기관장, 통신장 등","○ ‘어선안전조업법’의 법정교육으로 연 1회(4시간) 어선의 선주, 선장, 기관장, 통신장 등 직무대행자에게 실시하는 안전조업교육
- 어업인 안전조업교육지원을 위한 민간경상보조 지원",○ 전국 수협중앙회 회원 조합 방문 신청,수협중앙회 어선안전조업본부,044-200-5527,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000067,이용권,어선 어업인을 대상으로 구명·소화설비 작동방법 등 안전조업 교육을 실시하여 안전의식 제고 및 사고시 긴급상황 대처 능력을 강화,연중신청,151,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
13,119200000070,창업어가멘토링지원,소득복지과,"○ 어업인 후계자로 선정된 지 3년 이내인자 또는 귀어 후 3개년 이내인 자

○ 당년(이월사업 포함) 귀어 창업자금 지원(예정) 자","○  가장 최근에 창업한 자

○  어업인후계자 육성자금 지원규모가 큰 자

○  창업어가의 업종 등을 고려하여 지원이 시급하다고 판단되는 자

○  연령이 낮은 지원자","○ 후견인이 창업어가에게 기술, 경영 측면 등에 대한 교육 지도 등 제공(창업어가 1인당 월 60만원 한도 지원)",지자체 수산기술보급기관으로 방문 또는 전화 접수,시·군·구청,044-200-5464,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000070,기타(교육),어업 초기 후계자 및 창업어가에 전문지식을 가진 후견인을 지원하여 안정적 어촌 정착 지원,매년 초 지자체별 모집공고,164,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
14,119200000073,어업인및어업인후계자교육지원(수산업경영인교육),소득복지과,"○ 어업인 및 어업에 종사하고자 하는 자, 수산업경영인(어업인 후계자) 등",○ 해당 광역 시도 수산사무소의 교육계획에 따라 선정 및 이수 가능,"○ 교육비 : 무상교육

○ 교육내용 및 방법
 - 교육일수/방법 : 1회 2일간(14시간)/소집, 집체교육
 - 교수요목 : 수산시책, 양식, 어선어업 주요기술, 인터넷교육 등
 - 교과운영 : 지역 사무소별 세부교과편성(강의, 실습, 토론, 견학 등) 집행

○ 교육제공 방법 : 관할 시도 수산사무소의 교육계획 공고 등에 따라 사전에 교육 참여 신청(유선 또는 방문)",지자체 수산기술보급기관으로 방문 또는 전화 접수,지방자치단체별 수산기술 보급기관(수산사무소),044-200-5464,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000073,기타(교육),어촌 수산업 발전의 선도적 역할을 수행할 후계어업인력 육성,매년 초 지자체별 모집공고,497,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
15,119200000108,내수면양식단지 조성 지원,양식산업과,"○ 내수면 친환경 양식(바이오플락, 순환 여과식 등) 어업 또는 스마트양식 어업을 경영하거나 종사하는 어업인 또는 창업 희망자(재래식 양식시설은 제외)","< 지원 우선순위 >
○ 3년 이상 내수면양식 경험이 있는 어업인 또는 전문성이 확보된 자
○ 수산계 학교 졸업자 또는 전문교육을 이수하고 창업을 희망하는 자
○ 내수면어업 창업을 희망하는 자","○ 현대화된 친환경 대규모 양식단지 조성을 위한  토목공사, 양식용수 개발, 부대시설 조성 사업비 지원",공모 후 선정된 지자체에 문의 및 방문신청,,044-200-5638,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000108,현금,한·중 FTA 체결 등에 대비하여 내수면 양식어업 시설의 규모화·현대화로 친환경 양식기반을 구축하여 내수면 어업인 경쟁력을 강화하여 내수면 양식수산물의 생산·판매·관광산업이 함께 어우러진 6차산업 모델 개발,공모에 따라 상이,398,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
16,119200000109,친환경부표 교체비용 지원,양식산업과,"○ 양식어업, 어장시설 등에 사용되는 스티로폼 부표 등을 친환경부표로 교체하려는 자","○ 김, 굴 양식장에서 스티로폼 부표를 사용하는 자 및 신규양식장 우선순위이며 시도별 적정기준을 정하여 선정하므로 해당 지자체에 문의","○ 국비35%, 지방비35%, 자부담 30%

○ 지원방법: 기존 스티로폼 부표를 친환경부표로 교체하려는 자",시군구청에 방문하거나 팩스로 신청,시·군·구청,,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000109,현금,친환경부표 보급을 통하여 연안 어장의 스티로폼 부표 사용으로 인한 환경오염 방지 및 안전한 수산물 공급 기반 구축,자세한 날짜는 시군구청에 따라 다를 수 있음,400,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
17,119200000110,양식패류 친환경 처리비 지원,양식산업과,"○ 패류 양식과정 중 발생하는 패각을 대상으로 하며,  패각발생이 있는자",○ 양식 패류 박신 또는 가공하는 사업장을 운영하는자 또는 연안지역에서 방치되고 있는 패각을 자원화하기 위해 사업비 중 자담을 부담하여 처리하고자 하는 자,"○ 국비20%, 지방비60%, 자부담 20%

○ 지원방법: 폐패각을 친환경 처리하고자 하는 자에 대하여 운반비의 일부를 지원",시군구청에 방문하거나 팩스로 신청,,044-200-5640,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000110,현금,양식장에서 나오는 폐패각의 자원화를 통한 연안 오염방지 및 수산물 안전성 확보,자세한 날짜는 시군구청에 따라 다를 수 있음,338,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
18,119200000111,수산동물질병 예방백신 공급 지원,어촌양식정책과,"ㅇ「양식산업발전법」에 따른 면허 및 허가를 취득한 양식장을 운영 중이며, 「수산생물질병 관리법」에 따른 방역에 관한 교육을 받은 양식업자, 생산자단체(영어조합법인, 어촌계, 수협 등) 등","ㅇ 「농어업재해보험」에 따른 양식보험가입어가 및 「농수산물품질관리법」에 따른 HACCP 등록 양식장에 대해 우선순위로 지원할 수 있음

 ㅇ 「수산생물질병 관리법」 제38조 및 같은 법 시행규칙 제38조에 따라 방역교육을 받지 않은 수산생물양식자 및 그 종사자(양식업자 및 그 종사자)에 대하여는 지원을 제한함

  ㅇ 재원조달 계획이 명확하여 재원(자담)이 이미 확보된 사업자에 한 함

  ㅇ 영어조합법인 등의 경우 (「농어업경영체 육성 및 지원에 관한 법률」제4조에 따라 경영정보를 등록하여야 함)
.
    - 영어(농)조합법인 지원요건 및 사후관리기준에 적합한 사업자에 한 함","○ 수산생물의 질병 예방 및 면역력 증강을 위한 백신, 면역증강제 지원
 - 백신 : 국립수산물품질관리원 등으로부터 국가검정을 필한 제품
 - 면역증강제 : 국공립 교육, 연구기관 등에서 효과 및 효능이 검증된 제품
   (품목허가를 받은 부표 상 약품 설명서에 면역증강의 효능이 기재된 제품)
 - 수산동물예방 백신 사업비는 배정된 예산의 범위 내에서 지자체 자율로 면역증강제를 지원할 수 있음
 - 지원조건 : 국고 30%, 지방비 30%, 자부담 40%","○ 사업을 희망하는 자는 사업계획을 수립하여 시․군․구 및 지자체 소속 방역 수행기관에 신청(매년 1월 20일까지) 

○ 시․군․구 및 지자체 소속 방역 수행기관은 직접 사업을 하고자 하거나 사업을 희망하는 사업자가 있는 경우 사업계획을 수립(지방비․자부담 확보 등)하여 시․도에 제출

○ 시․도는 사업대상자 적격 여부, 지원내용․조건, 재원조달계획 등 사업의 타당성을 검토하고, 그 결과를 토대로 추천 우선순위를 정하여 시․도 단위 사업계획을 수립하여 해양수산부에 사업수요 제출(매년 3월 31일까지) 

○ 신청방법
 - 해당 시군에서 사업자 모집 공고를 하면, 양식어업인이 시군에 신청서 제출(공급받고자 하는 제품 및 수량 제시)

 - 해당 시군이 사업대상자 선정 및 배정액 결정

 - 양식어업인이 해당 시군에 보조금 신청(납품계약 체결내용 및 자부담 예치증명서 제출)

 - 해당 시군이 양식어업인에 보조금 지급

 - 어업인은 세금계산서, 공급 사실 증빙 서류 등 보조금 정산 서류를 해당 시군에 제출","전남도청(수산자원과), 경북도청(해양수산과), 경남도청(수산안전기술원)",054-880-4159,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000111,현물,수산생물의 질병 예방을 위한 백신 및 면역증강제 지원,사업자 모집 공고 참고,231,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
19,119200000115,수산생물 방역장비 지원,어촌양식정책과,"○ 법에 따른 양식어업인, 수산생물 관련 단체(대한수산질병관리사회 포함), 병성감정실시기관, 방역 수행기관","ㅇ 「수산생물질병 관리법」 제38조 및 같은 법 시행규칙 제38조에 따라 방역교육을 받지 않은 수산생물양식자 및 그 종사자(양식업자 및 그 종사자)에 대하여는 지원을 제한함

  ㅇ 재원조달 계획이 명확하여 재원(자담)이 이미 확보된 사업자에 한 함

  ㅇ 영어조합법인 등의 경우 (「농어업경영체 육성 및 지원에 관한 법률」제4조에 따라 경영정보를 등록하여야 함)
.
   - 영어(농)조합법인 지원요건 및 사후관리기준에 적합한 사업자에 한 함","○ 방역사업비 : 방역사업 및 질병 진단 업무 수행에 필요한 장비 등
 - 지원조건 : 국고 50%, 지방비 50%","○ 사업을 희망하는 자는 사업계획을 수립하여 시․군․구 및 지자체 소속 방역 수행기관에 신청(매년 1월 20일까지)

○ 시․군․구 및 지자체 소속 방역 수행기관은 직접 사업을 하고자 하거나 사업을 희망하는 사업자가 있는 경우 사업계획을 수립(지방비․자부담 확보 등)하여 시․도에 제출(매년 2월 28일까지)

○ 시․도는 사업대상자 적격 여부, 지원내용․조건, 재원조달계획 등 사업의 타당성을 검토하고, 그 결과를 토대로 추천 우선순위를 정하여 시․도 단위 사업계획을 수립하여 해양수산부에 사업수요 제출(매년 3월 31일까지)","충북, 충남, 전북, 전남, 인천, 경남 담당자",031-8008-6505,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000115,현물,방역사업 및 질병 진단에 필요한 장비 지원,자세한 날짜는 시군구청에 따라 다를 수 있음,179,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
20,119200000117,기생충 구제 경비 지원,어촌양식정책과,"○ 「양식산업발전법」에 따른 양식업 면허·허가 또는 시험양식업 허가(승인)을 받고 방역교육을 받은 양식어업인, ｢수산생물질병 관리법｣에 따른 수산생물관련단체, 병성감정실시기관, 방역수행기관

    - 수산생물방역관(임명 및 위촉 포함) 및 공수산질병관리사 부족 등으로 모니터링 조사 등 업무 수행이 어려운 경우에는 (사)대한수산질병관리사회에 위탁하여 수행   가능","- ‘영어(농)조합법인 지원요건 및 사후관리기준’에 적합한 사업자에 한 함

  ㅇ 유해생물구제사업(기생충) 사업을 지원할 경우 「수산생물질병 관리법」제38조 및 같은 법 시행규칙 제38조에 따라 방역교육을 받지 않은 수산생물양식자 및 그 종사자(양식업자 및 그 종사자)에 대하여는 지원을 제한함
ㅇ 지원제한 기준(공통기준) : 정당한 사유 없이 사업을 포기, 거짓의 신청이나 기타 부정한 방법으로 보조금을 받는 등의 경우 해당 사업자는 「수산사업자금 집행관리 기본규정(해양수산부 훈령 제480호)」이 정하는 바에 따라 지원을 제한
  -「보조금 관리에 관한 법률 」제12조제1항에 따라 국고 보조금을 통지받은 보조사업자는 지방비(자담) 부담분에 대한 예산(자금)을 확보하지 못할 경우 향후 1년간 국고 보조금 신청 및 지원제한
  -말라카이트 그린, 공업용 포르말린 등 미승인 약품 및 수입·판매 금지된 의약품 등을 불법적으로 사용하여 적발된 자(2022년도 사업자 선정일 기준 최근 2년 이내)는 2022년 사업대상자 선정 시 사업지원 제한","○ 기생충 구제사업 관련 예찰 및 모니터링에 드는 경비, 구제 약품 구매 등
    - 예찰 및 모니터링 중 즉각적인 조치가 필요한 구제 약품 구매비(최대 5회)
    - 원인 규명 등 정기적인 조사에 필요한 출장비용*(현지조사 비용)
    - 모니터링 결과를 어업인 홍보 등을 위한 자료집 발간비 등 기타 부대 경비
       ㆍ기생충 구제사업 관련 시료구매비 지출 불가(현장 기생충 확인 시 구제 약품 지원) 

○ 지원조건 : 국고 100%","○ 사업을 희망하는 자는 사업계획을 수립하여 시․군․구에 신청(매년 1월 20일까지)

○ 시․군․구는 직접 사업을 희망하는 사업자가 있는 경우 사업계획을 수립(지방비․자부담 확보 등)하여 시․도에 제출(매년 2월 28일까지)

○ 시․도는 사업대상자 적격 여부, 지원내용․조건, 재원조달계획 등 사업의 타당성을 검토하고, 그 결과를 토대로 추천 우선순위를 정하여 시․도 단위 사업계획을 수립하여 해양수산부에 사업수요 제출(매년 3월 31일까지)",,,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000117,현물,"기생충구제사업 관련 예찰 및 모니터링 소요경비, 구제 약품 구매",자세한 날짜는 시군구청에 따라 다를 수 있음,993,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
21,119200000118,낚시 전문교육 제공,수산자원정책과,"○ 낚시터업자, 낚시어선업자(선원 포함)","○ 교육 대상자 선정기준은 교육 유형에 따라 다름

○ 낚시어선 전문교육: 낚시어선업자, 낚시어선에 승선하는 선원(선장, 선원, 조리장, 안전요원 등)

○ 낚시터 전문교육: 낚시터업자

○ 낚시어선 신규·재개자 전문교육: 낚시어선업 최초 신고자, 안전사고 발생으로 영업정지 후 영업을 재개하려는 낚시어선업자","○ 낚시어선 전문교육 
 - (교육대상) 낚시어선업자, 낚시어선 선원(선장·사무장·조리사·안전요원 등 포함)
 - (교육내용) 낚시어선 관련 법규 및 수산자원 보호, 해상교통 관련 법규, 선박안전 및 운항, 사고유형별 안전 및 비상조치
 - (교육시간) 매년 4시간 이상
 - (교육방법) 권역별 집합교육(코로나 19 등 감염병 확산 시 온라인 교육으로 대체)

○ 낚시터 전문교육
 - (교육대상) 낚시터업자
 - (교육내용) 낚시 관련 정책 및 법규, 어류생태 및 수질관리, 인명구조 및 응급조치, 낚시터 관리 및 운영
 - (교육시간) 매년 4시간 이상
 - (교육방법) 권역별 집합교육(코로나 19 등 감염병 확산 시 온라인 교육으로 대체)

○ 낚시어선 신규·재개자 전문교육
 - (교육대상) 낚시어선업 최초 신고자, 안전사고로 영업정지 후 영업을 재개하려는 낚시어선업자
 - (교육내용) 낚시어선 관련 법규 및 수산자원 보호, 선박운항 설비, 해상교통법규, 항해장비, 기관관리, 사고유형 및 비상대응조치, 소화훈련, 해상생존훈련 및 구명장비 사용법, 응급처치 및 승객안전관리 등
 - (교육시간) 매년 21시간 이상
 - (교육방법) 집합교육",온라인 신청,한국어촌어항공단,1833-7139,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000118,현금,낚시전문교육 시행을 통해 안전관리 및 수산자원보호 등에 대한 전문지식을 습득하게 함으로써 안전사고 예방 및 수생태계를 보호,연중,641,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
22,119200000126,양식장 친환경에너지 보급,양식산업과,"○ 「농어업·농어촌 및 식품산업 기본법」 및 「농어업경영체 육성 및 지원에 관한 법률」에서 규정한 어업인, 어업법인 및 수산관련 생산자단체

○ 「양식산업발전법」및「내수면 어업법」에 의한 기르는 어업을 경영 중 인자 또는 경영을 하고자 하는 자
    -「양식산업발전법」 및 「내수면 어업법」에 의한 양식어업(종묘생산어업, 시험어업 포함) 면허․허가(신고)를 필하거나 면허․허가(신고) 예정인 어업인, 생산자단체(수협, 어촌계, 영어조합법인, 협업 등), 유한회사 및 주식회사 등
       * 개별어장을 기준으로 하되, 어촌계 등 생산자단체의 면허일 경우 단일 어장으로 간주(어촌계 등 생산자단체의 면허어장 내에 2인 이상의 지분 또는 행사자 등 경영체가 달라서 전원 동의가 되지 않는 경우에도 각 지분 또는 행사자가 경영하는 시설물에 대하여는 단일어장으로 간주)","○ 에너지절감시설의 설치를 위한 시설 토지를 확보할 수 있어야 함
   - 시장‧군수·구청장은 사업대상자가 필요면적을 사업 착수(위수탁협약) 전까지 확보하지 못하는 경우에는 사업대상자에서 제외
   - 시설부지는 신청자 소유의 토지를 원칙으로 하나 부지를 확보하지 못한 경우 5년 이상 해당 토지 임대계약서 또는 토지사용승낙서를 첨부하여 신청 가능
      * 시설물은 반드시 자가 소유이어야 함
   - 지자체 및 한국농어촌공사의 현장조사결과 토지의 경계를 명확히 할 필요가 있을 경우, 사업신청자는 현황측량 성과도를 첨부하여 신청서류 보완
      * 사업신청자는 에너지절감시설을 설치하기 위한 토지를 소음, 진동 등 주변 환경 및 토지경계 등의 문제가 없도록 확보하여야 함.

○ 에너지절감시설(히트펌프)은 해수·담수 직(간)접이용 양식시설로서 수조 전체 환수량 100㎥/일 이상 또는 水(수)면적 300㎡이상인 시설.
     * 단, 위 (수)면적 기준을 만족하더라도 지자체는 반드시 히트펌프 열원 확보 여부를 판단하여 지원을 결정하여야 함
○ 에너지절감시설은 아래와 같은 제품으로 지원
  <지열원 히트펌프 적용 기준>
   - 한국에너지공단 신재생에너지센터의 신재생에너지설비(KS) 인증을 받은 제품
    - 한국농기계공업협동조합으로부터 품질보증을 받은 제품
   <수열원 히트펌프 적용 기준>
   - 한국냉동공조인증센터 등 공인시험기관에서 한국농어촌공사의「수산분야 히트펌프 시험방법 및 성능기준」에 따른 성능인증시험을 받은 제품
      * 공인시험기관 시험설비·장비의 시험한계를 초과하는 경우 현장에서 한국냉동공조인증센터의 성능시험을 받은 제품
    - 한국농기계공업협동조합으로부터 품질보증을 받은 제품
 다. 대상 생산물 요건
 ○ 에너지절감시설(히트펌프)
    - 가온 또는 냉각을 필요로 하는 어류 등 양식생물

※ 중복수혜불가 조건
○ 사업추진 제한지역
 - 보조금으로 취득한 재산의 사후관리기간 연수(年數) 이내에 개발될 예정인 지역(시장‧군수·구청장은 “토지이용계획 확인원” 필히 확인)
○ 사업자 선정 제외대상
 - 최근 2년간 사업자로 선정된 후 자부담 미납으로 인해 사업을 포기한 경우  2년간 지원 제한
 -「수산사업자금 집행관리 기본규정」제16조에 따라 수산정책자금 부당사용자로  지원제한 기간 미 경과자
 - 수산업법, 내수면어업법 등 관련법령에 따라 당해 어업의 면허, 허가 또는  신고가 취소된 자
 - 말라카이트 그린 등 양식시설 사용금지 물질을 의도적으로 사용한 자는「수산생물질병관리법」등 관련법령에 해당되는 불법행위 사실이 확인된 날로부터 3년간 지원 제한","○ 지원형태 : 국비보조 60%, 지방비 20%, 자담 20%

○ 에너지절감시설(히트펌프)
   - 운영에 필요한 토목공사, 천공, 그라우팅, 열교환기 및 스케일 제거장치, 히트펌프, 배관, 기존 가온․ 냉각 연계 설비, 전기 용량 증설(용량 공사비 포함, 거리공사비 제외), 제어, 시스템 보호를 위한 기계실 등 직접 영향을 미치는 설비에 한 함","○ 한국농어촌공사, 수산기술보급기관 등의 검토를 받아 사업신청서 및 사업계획서를 작성하여 시장‧군수․구청장에게 제출(1월)
   - 사업신청서 작성 시 기온 또는 냉각부하를 산출하고 시설용량과 사업비를 결정하여 신청",,044-200-5642,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000126,현금,"신재생에너지 이용기술을 활용한 에너지절감시설을 양식어가에 보급하고, 에너지의 효율적 이용을 통해 친환경 녹색성장을 선도하며, 에너지 이용비용 절감 등으로 어가 경영 안정을 도모",자세한 날짜는 시군구청에 따라 다를 수 있음,249,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
23,119200000157,수산장비 임대,소득복지과,○ 어업경영체 등록을 한 어업생산자(어업인·영어조합법인) 및 수협(수협어업권이 있는 경우) 등,○ 사업계획을 수립하고 사업추진에 필요한 지방비를 적기에 확보 및 집행할 수 있어야 함,○ 지자체에 크레인 등 고가의 수산장비 구입·제작 비용을 50% 지원하고 위탁사업자에 의해 어업인에게 수산장비 임대,시군구청에 방문하여 신청,,,해양수산부,https://gov.kr/portal/rcvfvrSvc/dtlEx/119200000157,현금(융자),어업 현장에서 필수적으로 사용하는 고가의 수산장비를 임대함으로써 장비의 활용도를 높이고 고가장비 구입에 따른 어업인의 부담 경감,자세한 날짜는 시군구청에 따라 다를 수 있음,390,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
